,open_time,open,high,low,close,volume,close_time
353,1639958400000,46668.65,47533.42,45530.67,46898.14,273804.259,1640044799999
354,1640044800000,46896.82,49298.78,46650.00,48875.15,260008.358,1640131199999
355,1640131200000,48875.88,49599.00,48420.02,48569.69,208463.689,1640217599999
356,1640217600000,48569.69,51377.74,48020.00,50817.92,255885.480,1640303999999
357,1640304000000,50817.94,51805.00,50379.25,50808.55,220208.725,1640390399999
358,1640390400000,50809.37,51190.00,50105.00,50403.64,147662.438,1640476799999
359,1640476800000,50403.64,51300.00,49350.00,50765.73,184800.616,1640563199999
360,1640563200000,50765.73,52134.00,50450.00,50707.72,216225.263,1640649599999
361,1640649600000,50707.72,50713.56,47290.00,47522.03,336083.340,1640735999999
362,1640736000000,47522.02,48125.97,46000.00,46436.54,274795.378,1640822399999
363,1640822400000,46436.53,47911.68,45880.00,47095.02,229931.288,1640908799999
364,1640908800000,47095.02,48575.00,45650.00,46210.56,287186.003,1640995199999
365,1640995200000,46210.57,47943.77,46210.55,47704.35,179433.584,1641081599999
366,1641081600000,47704.35,48000.00,46605.68,47280.00,184795.093,1641167999999
367,1641168000000,47280.01,47575.22,45665.40,46445.81,244781.793,1641254399999
368,1641254400000,46445.80,47524.36,45445.57,45833.42,292149.750,1641340799999
369,1641340800000,45833.41,47075.29,42270.00,43421.69,485477.569,1641427199999
370,1641427200000,43421.70,43766.00,42385.83,43080.01,299509.851,1641513599999
371,1641513600000,43080.01,43135.00,40456.56,41553.86,473214.849,1641599999999
372,1641600000000,41553.87,42335.00,40500.00,41688.05,283737.224,1641686399999
373,1641686400000,41688.05,42773.85,41170.00,41851.22,223134.952,1641772799999
374,1641772800000,41851.22,42219.84,39610.00,41801.55,453644.116,1641859199999
375,1641859200000,41801.55,43118.00,41255.00,42700.68,323760.691,1641945599999
376,1641945600000,42700.69,44300.00,42415.00,43880.72,281339.294,1642031999999
377,1642032000000,43880.72,44396.68,42301.16,42534.32,289289.180,1642118399999
378,1642118400000,42538.72,43450.00,41666.00,43042.40,272517.077,1642204799999
379,1642204800000,43042.40,43800.00,42530.64,43070.51,184649.157,1642291199999
380,1642291200000,43070.51,43464.71,42531.69,43060.66,177450.475,1642377599999
381,1642377600000,43060.66,43159.32,41523.68,42176.34,232748.345,1642463999999
382,1642464000000,42176.34,42680.00,41260.00,42337.58,267472.465,1642550399999
383,1642550400000,42337.58,42545.00,41115.64,41657.89,333952.095,1642636799999
384,1642636800000,41656.90,43495.00,40550.00,40661.69,399818.052,1642723199999
385,1642723200000,40662.06,41095.76,35380.92,36425.98,790320.909,1642809599999
386,1642809600000,36426.46,36817.74,33950.00,35043.73,676272.904,1642895999999
387,1642896000000,35043.73,36496.92,34588.80,36230.01,369372.903,1642982399999
388,1642982400000,36230.00,37528.00,32853.83,36648.31,823000.702,1643068799999
389,1643068800000,36648.30,37561.03,35693.00,36934.26,409535.517,1643155199999
390,1643155200000,36934.26,38886.58,36232.42,36787.43,554457.384,1643241599999
391,1643241600000,36787.42,37200.00,35471.53,37131.00,422006.922,1643327999999
392,1643328000000,37131.00,38000.00,36149.02,37696.21,367509.143,1643414399999
393,1643414400000,37696.22,38750.94,37252.00,38150.01,238657.764,1643500799999
394,1643500800000,38150.00,38420.30,37334.83,37870.01,195029.125,1643587199999
395,1643587200000,37870.00,38741.73,36620.00,38439.04,318440.392,1643673599999
396,1643673600000,38439.04,39260.26,37969.00,38680.51,353354.121,1643759999999
397,1643760000000,38680.51,38834.18,36529.81,36892.03,337570.934,1643846399999
398,1643846400000,36892.05,37395.00,36204.30,37289.86,318656.228,1643932799999
399,1643932800000,37287.33,41741.76,37011.00,41550.00,520105.770,1644019199999
400,1644019200000,41550.00,41922.00,40920.00,41374.69,242184.070,1644105599999
401,1644105600000,41374.68,42656.80,41100.00,42361.35,215323.950,1644191999999
402,1644192000000,42361.34,44541.16,41609.76,43829.99,418053.774,1644278399999
403,1644278400000,43829.99,45600.00,42641.00,44021.57,468015.421,1644364799999
404,1644364800000,44021.58,44826.00,43089.08,44358.08,300270.062,1644451199999
405,1644451200000,44358.09,45847.50,43136.96,43471.29,563922.075,1644537599999
406,1644537600000,43471.30,43900.00,41914.23,42366.00,414646.193,1644623999999
407,1644624000000,42365.99,42980.00,41540.00,42199.87,256269.325,1644710399999
408,1644710400000,42199.88,42755.97,41850.00,42041.13,192068.012,1644796799999
409,1644796800000,42041.12,42888.00,41526.00,42525.14,303990.933,1644883199999
410,1644883200000,42525.14,44777.00,42406.23,44529.60,276735.421,1644969599999
411,1644969600000,44529.70,44536.80,43277.80,43860.70,255790.287,1645055999999
412,1645056000000,43860.80,44150.00,40020.10,40491.70,433958.984,1645142399999
413,1645142400000,40491.80,40944.10,39422.00,39966.80,377679.782,1645228799999
414,1645228800000,39966.80,40438.70,39610.30,40052.60,185624.675,1645315199999
415,1645315200000,40052.60,40100.10,37905.00,38368.10,329740.444,1645401599999
416,1645401600000,38367.90,39510.00,36762.00,36986.40,646391.815,1645487999999
417,1645488000000,36986.40,38450.00,36310.10,38212.00,465313.497,1645574399999
418,1645574400000,38212.10,39250.00,36963.20,37227.80,408056.255,1645660799999
419,1645660800000,37227.90,40376.10,34303.70,38315.10,919820.907,1645747199999
420,1645747200000,38316.20,39750.00,37999.20,39205.40,416316.366,1645833599999
421,1645833600000,39205.40,40441.10,38561.70,39099.30,251892.201,1645919999999
422,1645920000000,39099.30,39868.60,36934.60,37672.00,423197.247,1646006399999
423,1646006400000,37672.10,44341.00,37414.40,43155.00,615391.161,1646092799999
424,1646092800000,43155.00,44935.00,42765.40,44394.10,448483.646,1646179199999
425,1646179200000,44393.60,45350.00,43321.00,43885.70,407603.721,1646265599999
426,1646265600000,43885.80,44080.00,41831.00,42449.50,365565.832,1646351999999
427,1646352000000,42449.60,42525.30,38521.00,39127.70,469138.374,1646438399999
428,1646438400000,39127.70,39580.00,38547.60,39375.10,198747.893,1646524799999
429,1646524800000,39375.00,39690.00,38056.00,38401.10,311705.260,1646611199999
430,1646611200000,38401.10,39550.00,37134.00,37963.80,490254.516,1646697599999
431,1646697600000,37963.70,39340.50,37853.00,38709.90,421462.367,1646783999999
432,1646784000000,38709.90,42647.50,38638.70,41937.50,462059.811,1646870399999
433,1646870400000,41939.50,42034.30,38512.00,39407.20,520645.186,1646956799999
434,1646956800000,39407.10,40242.00,38200.10,38713.00,467078.892,1647043199999
435,1647043200000,38713.10,39578.40,38630.00,38792.60,172494.825,1647129599999
436,1647129600000,38792.70,39300.00,37500.00,37743.70,236623.694,1647215999999
437,1647216000000,37743.00,39989.00,37522.10,39653.80,360058.358,1647302399999
438,1647302400000,39651.60,39901.80,38073.80,39271.00,345019.243,1647388799999
439,1647388800000,39270.90,41804.00,38700.00,41105.80,650589.661,1647475199999
440,1647475200000,41105.90,41498.40,40442.80,40898.10,243988.794,1647561599999
441,1647561600000,40898.00,42322.80,40084.20,41751.50,299134.443,1647647999999
442,1647648000000,41751.60,42446.60,41500.00,42188.20,186459.954,1647734399999
443,1647734400000,42188.20,42269.30,40900.00,41261.00,235774.129,1647820799999
444,1647820800000,41261.00,41544.40,40430.00,40982.00,308396.460,1647907199999
445,1647907200000,40982.00,43517.70,40852.00,42349.80,374297.674,1647993599999
446,1647993600000,42349.90,43051.00,41731.30,42867.90,282631.740,1648079999999
447,1648080000000,42867.80,44200.00,42525.00,43973.40,331440.057,1648166399999
448,1648166400000,43973.20,45142.00,43575.10,44290.60,348620.122,1648252799999
449,1648252800000,44290.60,44785.00,44041.00,44489.20,140712.587,1648339199999
450,1648339200000,44489.30,47047.00,44416.00,46820.80,269280.228,1648425599999
451,1648425600000,46820.90,48200.00,46651.20,47121.90,317565.782,1648511999999
452,1648512000000,47121.80,48100.00,46911.00,47418.50,259040.835,1648598399999
453,1648598400000,47418.50,47688.60,46535.00,47053.20,235009.892,1648684799999
454,1648684800000,47053.10,47619.40,45185.00,45506.00,299837.610,1648771199999
455,1648771200000,45505.90,46700.00,44206.20,46266.20,360734.553,1648857599999
456,1648857600000,46266.20,47236.80,45600.00,45794.60,226413.357,1648943999999
457,1648944000000,45792.30,47448.00,45501.00,46392.40,212589.013,1649030399999
458,1649030400000,46392.30,46445.60,45735.00,45852.00,86228.734,1649116799999
